ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1775543396.720,0,,1380216,1394208,74803336,78165404,,,
1775543407.345,1,,1390308,1394208,74803344,84077312,,,
1775543417.932,2,,1394736,1394736,74803348,84077320,,,
1775543428.614,3,,1400596,1400596,74803356,84077320,,,
1775543439.222,4,,1404444,1404444,74803360,84077320,,,
1775543449.873,5,,1410408,1410408,74803364,84077320,,,
1775543460.592,6,,1414856,1414856,74803368,84077340,,,
1775543471.272,7,,1419984,1419984,74803372,84077344,,,
1775543482.330,8,,1424396,1424396,74803376,84077348,,,
1775543493.771,9,,1427456,1427456,74803380,84077348,,,
1775543505.290,10,,1430872,1430872,74803384,84077348,,,
1775543516.661,11,,1433360,1433360,74803388,84077348,,,
1775543528.023,12,,1435528,1435528,74803392,84077348,,,
1775543539.421,13,,1438896,1438896,74803396,84077348,,,
1775543550.771,14,,1440156,1440156,74803400,84077348,,,
1775543562.324,15,,1441024,1441024,74803404,84077376,,,
1775543574.342,16,,1442472,1442472,74803408,84272700,,,
1775543586.444,17,,1445476,1445476,74803412,84272700,,,
1775543598.734,18,,1449008,1449008,74803416,84272700,,,
1775543610.970,19,,1450064,1450064,74803420,84272700,,,
1775543623.067,20,,1452976,1452976,74803424,84272700,,,
1775543635.414,21,,1456880,1456880,74803428,84272700,,,
1775543647.631,22,,1457808,1457808,74803436,84272700,,,
1775543659.902,23,,1459752,1459752,74803440,84272700,,,
1775543672.269,24,,1460380,1460380,74803444,84272700,,,
1775543686.664,25,,1461256,1461256,74803448,84272700,,,
1775543700.727,26,,1465200,1465200,74803452,84272700,,,
1775543715.275,27,,1466164,1466164,74803456,84272700,,,
1775543729.635,28,,1466388,1466388,74803460,84272700,,,
1775543744.218,29,,1468692,1468692,74803464,84272700,,,
1775543758.604,30,,1471200,1471200,74803468,84272700,,,
1775543774.565,31,,1473404,1473404,74803472,84272700,,,
1775543791.206,32,,1474292,1474292,74803476,84272700,,,
1775543807.644,33,,1475540,1475540,74803480,84272700,,,
1775543824.281,34,,1476572,1476572,74803484,84272700,,,
1775543841.140,35,,1477488,1477488,74803488,84272700,,,
1775543858.242,36,,1479364,1479364,74803492,84272700,,,
1775543876.872,37,,1480024,1480024,74803496,84272700,,,
1775543894.924,38,,1483172,1483172,74803500,84272700,,,
1775543913.454,39,,1485116,1485116,74803504,84272700,,,
1775543931.409,40,,1484988,1484988,74803508,84272700,,,
1775543949.720,41,,1485636,1485636,74803512,84272700,,,
1775543969.591,42,,1486428,1486428,74803520,84272700,,,
1775543989.423,43,,1486432,1486432,74803524,84272700,,,
1775544009.132,44,,1488304,1488304,74803528,84272700,,,
1775544029.089,45,,1488924,1488924,74803532,84272700,,,
1775544051.075,46,,1489772,1489772,74803536,84272700,,,
1775544072.862,47,,1490200,1490200,74803540,84272700,,,
1775544094.932,48,,1490824,1490824,74803544,84272700,,,
1775544116.790,49,,1491320,1491320,74803548,84272700,,,
1775544140.726,50,,1492376,1492376,74803552,84272700,,,
1775544164.607,51,,1493412,1493412,74803556,84272700,,,
1775544188.707,52,,1492404,1492404,74803560,84272700,,,
1775544212.272,53,,1493044,1493044,74803564,84272700,,,
1775544235.747,54,,1493044,1493044,74803568,84272700,,,
1775544259.254,55,,1493460,1493460,74803572,84272700,,,
1775544282.313,56,,1493476,1493476,74803576,84272700,,,
1775544305.360,57,,1494104,1494104,74803580,84272700,,,
