ts,epoch,tag,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,gc0,gc1,gc2
1768908771.076,0,ga_gen0_cand1,1831144,1942408,8356160,10828636,,,
1768908771.580,1,ga_gen0_cand1,1845536,1942408,8356688,11130984,,,
1768908772.064,2,ga_gen0_cand1,1848072,1942408,8357160,11131456,,,
1768908772.520,3,ga_gen0_cand1,1850296,1942408,8357632,11131928,,,
1768908772.973,4,ga_gen0_cand1,1851712,1942408,8358104,11132400,,,
1768908773.423,5,ga_gen0_cand1,1853016,1942408,8358576,11132872,,,
1768908773.878,6,ga_gen0_cand1,1854312,1942408,8359048,11133344,,,
1768908774.333,7,ga_gen0_cand1,1855136,1942408,8359520,11133816,,,
1768908774.783,8,ga_gen0_cand1,1856456,1942408,8359992,11134288,,,
1768908775.228,9,ga_gen0_cand1,1857992,1942408,8360464,11134760,,,
1768908775.688,10,ga_gen0_cand1,1859220,1942408,8360936,11135232,,,
1768908776.171,11,ga_gen0_cand1,1862336,1942408,8361460,11135704,,,
1768908776.626,12,ga_gen0_cand1,1863196,1942408,8361932,11136228,,,
1768908777.082,13,ga_gen0_cand1,1864524,1942408,8362404,11136700,,,
1768908777.545,14,ga_gen0_cand1,1865404,1942408,8362876,11137172,,,
1768908778.013,15,ga_gen0_cand1,1866904,1942408,8363348,11137644,,,
1768908778.476,16,ga_gen0_cand1,1867852,1942408,8363820,11138116,,,
1768908778.934,17,ga_gen0_cand1,1869184,1942408,8364292,11138588,,,
1768908779.391,18,ga_gen0_cand1,1870360,1942408,8364764,11139060,,,
1768908779.849,19,ga_gen0_cand1,1871088,1942408,8365236,11139532,,,
1768908780.300,20,ga_gen0_cand1,1871452,1942408,8365708,11140004,,,
1768908780.759,21,ga_gen0_cand1,1871764,1942408,8366180,11140476,,,
1768908781.202,22,ga_gen0_cand1,1872352,1942408,8366652,11140948,,,
1768908781.645,23,ga_gen0_cand1,1872908,1942408,8367124,11141420,,,
1768908782.092,24,ga_gen0_cand1,1873428,1942408,8367596,11141892,,,
1768908782.526,25,ga_gen0_cand1,1873836,1942408,8368068,11142364,,,
1768908782.966,26,ga_gen0_cand1,1874480,1942408,8368540,11142836,,,
1768908783.422,27,ga_gen0_cand1,1875104,1942408,8369012,11143308,,,
1768908783.876,28,ga_gen0_cand1,1875576,1942408,8369484,11143780,,,
1768908784.338,29,ga_gen0_cand1,1876028,1942408,8369956,11144252,,,
1768908784.791,30,ga_gen0_cand1,1877824,1942408,8370428,11144724,,,
1768908785.219,31,ga_gen0_cand1,1878096,1942408,8370900,11145196,,,
1768908785.646,32,ga_gen0_cand1,1878296,1942408,8371372,11145668,,,
1768908786.079,33,ga_gen0_cand1,1878368,1942408,8371844,11146140,,,
1768908786.512,34,ga_gen0_cand1,1878828,1942408,8372316,11146612,,,
1768908786.955,35,ga_gen0_cand1,1879436,1942408,8372788,11147084,,,
1768908787.401,36,ga_gen0_cand1,1879952,1942408,8373260,11147556,,,
1768908787.859,37,ga_gen0_cand1,1880180,1942408,8373732,11148028,,,
1768908788.325,38,ga_gen0_cand1,1880324,1942408,8374204,11148500,,,
