Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000070,0.000003,0.000067,0.000074
Train MAE H2,0.000073,0.000001,0.000071,0.000073
Train MAE H3,0.000094,0.000009,0.000081,0.000101
Train MAE H4,0.000108,0.000021,0.000088,0.000137
Train MAE H5,0.000106,0.000011,0.000097,0.000121
Train MAE H6,0.000111,0.000009,0.000102,0.000123
Train R2 H1,0.999999,0.000000,0.999999,0.999999
Train R2 H2,0.999999,0.000000,0.999999,0.999999
Train R2 H3,0.999998,0.000000,0.999998,0.999998
Train R2 H4,0.999997,0.000001,0.999997,0.999998
Train R2 H5,0.999998,0.000000,0.999997,0.999998
Train R2 H6,0.999997,0.000000,0.999997,0.999997
Train Uncertainty H1,0.000211,0.000011,0.000196,0.000220
Train Uncertainty H2,0.000259,0.000009,0.000249,0.000271
Train Uncertainty H3,0.000288,0.000010,0.000274,0.000297
Train Uncertainty H4,0.000328,0.000012,0.000311,0.000342
Train Uncertainty H5,0.000338,0.000017,0.000319,0.000359
Train Uncertainty H6,0.000360,0.000015,0.000339,0.000373
Train SNR H1,6350.188965,330.113342,6085.895020,6815.612793
Train SNR H2,5162.118652,183.559952,4925.412598,5372.770508
Train SNR H3,4654.308105,165.919006,4495.827148,4883.403809
Train SNR H4,4081.165771,157.540802,3912.731201,4291.680176
Train SNR H5,3967.506104,193.735641,3721.755859,4195.287598
Train SNR H6,3717.960938,156.439682,3588.552490,3938.068359
Validation MAE H1,0.000058,0.000004,0.000052,0.000062
Validation MAE H2,0.000056,0.000002,0.000054,0.000059
Validation MAE H3,0.000078,0.000010,0.000065,0.000089
Validation MAE H4,0.000087,0.000021,0.000070,0.000116
Validation MAE H5,0.000086,0.000005,0.000079,0.000091
Validation MAE H6,0.000093,0.000011,0.000082,0.000108
Validation R2 H1,0.999999,0.000000,0.999999,0.999999
Validation R2 H2,0.999999,0.000000,0.999999,0.999999
Validation R2 H3,0.999998,0.000000,0.999998,0.999999
Validation R2 H4,0.999998,0.000001,0.999997,0.999999
Validation R2 H5,0.999998,0.000000,0.999998,0.999998
Validation R2 H6,0.999998,0.000000,0.999997,0.999998
Validation Uncertainty H1,0.000146,0.000004,0.000141,0.000149
Validation Uncertainty H2,0.000175,0.000004,0.000170,0.000179
Validation Uncertainty H3,0.000201,0.000012,0.000188,0.000217
Validation Uncertainty H4,0.000224,0.000007,0.000215,0.000232
Validation Uncertainty H5,0.000236,0.000008,0.000229,0.000248
Validation Uncertainty H6,0.000251,0.000003,0.000248,0.000255
Validation SNR H1,8696.233398,223.109375,8534.588867,9011.725586
Validation SNR H2,7282.568359,146.505768,7111.647949,7469.446289
Validation SNR H3,6356.457520,373.683075,5852.012695,6745.098633
Validation SNR H4,5680.923340,178.412445,5472.245117,5908.089844
Validation SNR H5,5381.431152,186.406616,5123.261719,5556.696289
Validation SNR H6,5059.945312,62.113079,4973.639648,5117.260254
Test MAE H1,0.000063,0.000008,0.000053,0.000073
Test MAE H2,0.000056,0.000005,0.000050,0.000063
Test MAE H3,0.000076,0.000009,0.000062,0.000083
Test MAE H4,0.000086,0.000035,0.000060,0.000135
Test MAE H5,0.000086,0.000014,0.000072,0.000105
Test MAE H6,0.000087,0.000013,0.000070,0.000102
Test R2 H1,0.999997,0.000000,0.999996,0.999997
Test R2 H2,0.999997,0.000000,0.999997,0.999998
Test R2 H3,0.999995,0.000001,0.999995,0.999996
Test R2 H4,0.999994,0.000004,0.999988,0.999997
Test R2 H5,0.999994,0.000002,0.999991,0.999996
Test R2 H6,0.999993,0.000001,0.999992,0.999995
Test Uncertainty H1,0.000140,0.000006,0.000132,0.000146
Test Uncertainty H2,0.000173,0.000012,0.000160,0.000189
Test Uncertainty H3,0.000190,0.000009,0.000180,0.000201
Test Uncertainty H4,0.000217,0.000014,0.000203,0.000236
Test Uncertainty H5,0.000226,0.000009,0.000217,0.000239
Test Uncertainty H6,0.000238,0.000009,0.000226,0.000248
Test SNR H1,8361.368164,370.639069,8025.044434,8877.703125
Test SNR H2,6799.064941,470.453156,6180.862305,7321.141113
Test SNR H3,6163.585938,279.791473,5814.897949,6499.909668
Test SNR H4,5398.241699,336.564636,4948.170898,5757.406738
Test SNR H5,5180.544434,212.274673,4892.529785,5397.876465
Test SNR H6,4912.563965,192.626923,4719.174316,5175.415527
