Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000073,0.000029,0.000042,0.000112
Train MAE H2,0.000079,0.000027,0.000055,0.000117
Train MAE H3,0.000078,0.000025,0.000054,0.000112
Train MAE H4,0.000076,0.000022,0.000060,0.000107
Train MAE H5,0.000083,0.000022,0.000062,0.000113
Train MAE H6,0.000093,0.000014,0.000074,0.000108
Train R2 H1,0.999999,0.000001,0.999998,0.999999
Train R2 H2,0.999999,0.000001,0.999998,0.999999
Train R2 H3,0.999999,0.000001,0.999998,0.999999
Train R2 H4,0.999999,0.000001,0.999998,0.999999
Train R2 H5,0.999999,0.000000,0.999998,0.999999
Train R2 H6,0.999998,0.000000,0.999998,0.999999
Train Uncertainty H1,0.000118,0.000008,0.000107,0.000126
Train Uncertainty H2,0.000142,0.000010,0.000131,0.000156
Train Uncertainty H3,0.000159,0.000007,0.000149,0.000167
Train Uncertainty H4,0.000173,0.000006,0.000165,0.000179
Train Uncertainty H5,0.000189,0.000007,0.000182,0.000198
Train Uncertainty H6,0.000197,0.000005,0.000190,0.000201
Train SNR H1,10517.543945,741.852844,9799.016602,11538.855469
Train SNR H2,8723.190430,628.812073,7910.729004,9442.529297
Train SNR H3,7783.752441,362.754303,7383.795410,8261.960938
Train SNR H4,7147.231934,237.097382,6889.484863,7461.840820
Train SNR H5,6540.812500,235.345459,6224.488281,6788.615234
Train SNR H6,6260.065918,165.579834,6125.353027,6493.296875
Validation MAE H1,0.000067,0.000026,0.000037,0.000101
Validation MAE H2,0.000074,0.000023,0.000053,0.000106
Validation MAE H3,0.000072,0.000019,0.000051,0.000097
Validation MAE H4,0.000074,0.000019,0.000060,0.000102
Validation MAE H5,0.000080,0.000024,0.000057,0.000113
Validation MAE H6,0.000084,0.000015,0.000064,0.000099
Validation R2 H1,0.999988,0.000009,0.999975,0.999996
Validation R2 H2,0.999985,0.000009,0.999973,0.999994
Validation R2 H3,0.999986,0.000006,0.999979,0.999992
Validation R2 H4,0.999985,0.000006,0.999977,0.999990
Validation R2 H5,0.999983,0.000008,0.999973,0.999991
Validation R2 H6,0.999981,0.000006,0.999975,0.999989
Validation Uncertainty H1,0.000106,0.000009,0.000093,0.000116
Validation Uncertainty H2,0.000125,0.000008,0.000117,0.000135
Validation Uncertainty H3,0.000140,0.000007,0.000131,0.000146
Validation Uncertainty H4,0.000152,0.000004,0.000148,0.000157
Validation Uncertainty H5,0.000164,0.000007,0.000155,0.000172
Validation Uncertainty H6,0.000172,0.000005,0.000167,0.000179
Validation SNR H1,11380.843750,1050.757080,10311.241211,12809.008789
Validation SNR H2,9598.852539,578.778503,8837.850586,10240.377930
Validation SNR H3,8542.039062,423.463928,8161.263672,9132.726562
Validation SNR H4,7842.026855,196.653839,7608.957031,8089.969238
Validation SNR H5,7295.811035,314.728210,6948.004883,7710.242676
Validation SNR H6,6938.353516,197.691498,6685.067871,7167.503418
Test MAE H1,0.000056,0.000024,0.000029,0.000088
Test MAE H2,0.000062,0.000023,0.000038,0.000092
Test MAE H3,0.000065,0.000026,0.000041,0.000102
Test MAE H4,0.000067,0.000031,0.000041,0.000110
Test MAE H5,0.000070,0.000034,0.000041,0.000118
Test MAE H6,0.000066,0.000014,0.000047,0.000077
Test R2 H1,0.999966,0.000025,0.999932,0.999990
Test R2 H2,0.999957,0.000026,0.999924,0.999985
Test R2 H3,0.999956,0.000027,0.999919,0.999980
Test R2 H4,0.999954,0.000031,0.999910,0.999977
Test R2 H5,0.999950,0.000036,0.999900,0.999981
Test R2 H6,0.999954,0.000015,0.999938,0.999975
Test Uncertainty H1,0.000080,0.000010,0.000067,0.000092
Test Uncertainty H2,0.000092,0.000005,0.000085,0.000098
Test Uncertainty H3,0.000102,0.000005,0.000095,0.000107
Test Uncertainty H4,0.000108,0.000003,0.000105,0.000112
Test Uncertainty H5,0.000119,0.000005,0.000113,0.000126
Test Uncertainty H6,0.000125,0.000004,0.000119,0.000129
Test SNR H1,14225.120117,1864.294800,12259.745117,16729.769531
Test SNR H2,12210.315430,722.461365,11448.981445,13181.070312
Test SNR H3,10994.352539,577.640564,10459.140625,11796.434570
Test SNR H4,10394.721680,270.315094,10065.809570,10727.902344
Test SNR H5,9437.428711,418.336090,8938.687500,9962.390625
Test SNR H6,9017.735352,287.117859,8727.106445,9408.623047
