DATE_TIME,CLOSE_15m_tick_1,CLOSE_15m_tick_2,CLOSE_15m_tick_3,CLOSE_15m_tick_4,CLOSE_15m_tick_5,CLOSE_15m_tick_6,CLOSE_15m_tick_7,CLOSE_15m_tick_8,CLOSE_30m_tick_1,CLOSE_30m_tick_2,CLOSE_30m_tick_3,CLOSE_30m_tick_4,CLOSE_30m_tick_5,CLOSE_30m_tick_6,CLOSE_30m_tick_7,CLOSE_30m_tick_8
2005-05-23 17:00:00,1.2566,1.2567,1.2578,1.2575,1.2596,1.2588,1.2586,1.2579,1.2552,1.2555,1.2556,1.2557,1.2566,1.2578,1.2596,1.2586
2005-05-23 18:00:00,1.2596,1.2588,1.2586,1.2579,1.258,1.2581,1.2574,1.2565,1.2556,1.2557,1.2566,1.2578,1.2596,1.2586,1.258,1.2574
2005-05-23 19:00:00,1.258,1.2581,1.2574,1.2565,1.2559,1.2558,1.2563,1.2565,1.2566,1.2578,1.2596,1.2586,1.258,1.2574,1.2559,1.2563
2005-05-23 20:00:00,1.2559,1.2558,1.2563,1.2565,1.2569,1.2571,1.2581,1.2583,1.2596,1.2586,1.258,1.2574,1.2559,1.2563,1.2569,1.2581
2005-05-23 21:00:00,1.2569,1.2571,1.2581,1.2583,1.2582,1.2578,1.2579,1.258,1.258,1.2574,1.2559,1.2563,1.2569,1.2581,1.2582,1.2579
2005-05-23 22:00:00,1.2582,1.2578,1.2579,1.258,1.2582,1.2582,1.2584,1.2585,1.2559,1.2563,1.2569,1.2581,1.2582,1.2579,1.2582,1.2584
2005-05-23 23:00:00,1.2582,1.2582,1.2584,1.2585,1.2586,1.2586,1.2581,1.2578,1.2569,1.2581,1.2582,1.2579,1.2582,1.2584,1.2586,1.2581
2005-05-24 00:00:00,1.2586,1.2586,1.2581,1.2578,1.2576,1.2572,1.257,1.2572,1.2582,1.2579,1.2582,1.2584,1.2586,1.2581,1.2576,1.257
2005-05-24 01:00:00,1.2576,1.2572,1.257,1.2572,1.2573,1.2572,1.2569,1.2576,1.2582,1.2584,1.2586,1.2581,1.2576,1.257,1.2573,1.2569
2005-05-24 02:00:00,1.2573,1.2572,1.2569,1.2576,1.2571,1.2571,1.2571,1.2577,1.2586,1.2581,1.2576,1.257,1.2573,1.2569,1.2571,1.2571
