Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000053,0.000014,0.000041,0.000073
Train MAE H2,0.000053,0.000012,0.000043,0.000071
Train MAE H3,0.000068,0.000007,0.000058,0.000073
Train MAE H4,0.000081,0.000016,0.000059,0.000094
Train MAE H5,0.000093,0.000029,0.000066,0.000133
Train MAE H6,0.000089,0.000033,0.000062,0.000135
Train R2 H1,0.999999,0.000000,0.999999,0.999999
Train R2 H2,0.999999,0.000000,0.999999,0.999999
Train R2 H3,0.999999,0.000000,0.999999,0.999999
Train R2 H4,0.999999,0.000000,0.999998,0.999999
Train R2 H5,0.999998,0.000001,0.999997,0.999999
Train R2 H6,0.999998,0.000001,0.999997,0.999999
Train Uncertainty H1,0.000112,0.000006,0.000106,0.000119
Train Uncertainty H2,0.000138,0.000007,0.000130,0.000145
Train Uncertainty H3,0.000155,0.000009,0.000147,0.000168
Train Uncertainty H4,0.000174,0.000014,0.000161,0.000194
Train Uncertainty H5,0.000183,0.000009,0.000176,0.000195
Train Uncertainty H6,0.000192,0.000011,0.000183,0.000207
Train SNR H1,11084.031250,546.705566,10326.901367,11598.230469
Train SNR H2,8926.379883,436.724396,8479.309570,9518.952148
Train SNR H3,7980.669434,459.802002,7337.497070,8385.162109
Train SNR H4,7153.535156,566.518616,6365.121094,7671.101074
Train SNR H5,6767.210449,323.446533,6310.099121,7010.386230
Train SNR H6,6455.237793,362.259827,5943.418945,6730.627441
Validation MAE H1,0.000048,0.000020,0.000030,0.000075
Validation MAE H2,0.000042,0.000005,0.000038,0.000049
Validation MAE H3,0.000055,0.000009,0.000048,0.000068
Validation MAE H4,0.000063,0.000022,0.000045,0.000093
Validation MAE H5,0.000092,0.000043,0.000052,0.000151
Validation MAE H6,0.000062,0.000009,0.000056,0.000075
Validation R2 H1,0.999994,0.000003,0.999990,0.999997
Validation R2 H2,0.999995,0.000000,0.999994,0.999995
Validation R2 H3,0.999992,0.000001,0.999990,0.999993
Validation R2 H4,0.999990,0.000005,0.999983,0.999994
Validation R2 H5,0.999981,0.000013,0.999963,0.999992
Validation R2 H6,0.999990,0.000001,0.999988,0.999991
Validation Uncertainty H1,0.000100,0.000004,0.000095,0.000105
Validation Uncertainty H2,0.000125,0.000004,0.000120,0.000130
Validation Uncertainty H3,0.000138,0.000010,0.000130,0.000152
Validation Uncertainty H4,0.000153,0.000012,0.000142,0.000169
Validation Uncertainty H5,0.000161,0.000010,0.000153,0.000175
Validation Uncertainty H6,0.000169,0.000008,0.000163,0.000181
Validation SNR H1,11923.596680,495.273682,11336.609375,12548.041016
Validation SNR H2,9559.679688,320.062622,9194.813477,9974.092773
Validation SNR H3,8711.943359,611.598511,7851.861816,9221.193359
Validation SNR H4,7876.635254,585.340088,7061.696289,8409.962891
Validation SNR H5,7433.368652,434.661957,6823.603516,7805.603027
Validation SNR H6,7075.011230,326.048340,6614.895996,7331.179199
Test MAE H1,0.000047,0.000021,0.000029,0.000077
Test MAE H2,0.000034,0.000004,0.000030,0.000039
Test MAE H3,0.000044,0.000008,0.000037,0.000055
Test MAE H4,0.000054,0.000019,0.000037,0.000081
Test MAE H5,0.000092,0.000061,0.000043,0.000177
Test MAE H6,0.000049,0.000004,0.000045,0.000055
Test R2 H1,0.999982,0.000013,0.999964,0.999992
Test R2 H2,0.999987,0.000001,0.999986,0.999989
Test R2 H3,0.999982,0.000004,0.999976,0.999985
Test R2 H4,0.999973,0.000015,0.999952,0.999986
Test R2 H5,0.999924,0.000075,0.999818,0.999979
Test R2 H6,0.999976,0.000004,0.999971,0.999979
Test Uncertainty H1,0.000075,0.000004,0.000070,0.000080
Test Uncertainty H2,0.000092,0.000007,0.000082,0.000098
Test Uncertainty H3,0.000102,0.000006,0.000094,0.000108
Test Uncertainty H4,0.000113,0.000006,0.000106,0.000121
Test Uncertainty H5,0.000115,0.000005,0.000109,0.000122
Test Uncertainty H6,0.000121,0.000006,0.000117,0.000130
Test SNR H1,14983.827148,799.530884,14107.651367,16040.875000
Test SNR H2,12247.523438,982.130493,11430.283203,13628.747070
Test SNR H3,11050.819336,641.635559,10447.237305,11939.389648
Test SNR H4,9978.172852,531.824951,9296.002930,10593.556641
Test SNR H5,9786.247070,420.138885,9242.416016,10265.432617
Test SNR H6,9291.220703,437.266357,8674.451172,9638.326172
