Metric,Average,Std Dev,Min,Max
Train MAE H1,0.000077,0.000005,0.000071,0.000082
Train MAE H2,0.000088,0.000006,0.000083,0.000097
Train MAE H3,0.000089,0.000004,0.000086,0.000095
Train MAE H4,0.000100,0.000005,0.000093,0.000104
Train MAE H5,0.000113,0.000012,0.000099,0.000127
Train MAE H6,0.000145,0.000003,0.000141,0.000150
Train R2 H1,0.999999,0.000000,0.999998,0.999999
Train R2 H2,0.999998,0.000000,0.999998,0.999998
Train R2 H3,0.999998,0.000000,0.999998,0.999998
Train R2 H4,0.999998,0.000000,0.999998,0.999998
Train R2 H5,0.999997,0.000000,0.999996,0.999997
Train R2 H6,0.999996,0.000000,0.999996,0.999996
Train Uncertainty H1,0.000224,0.000003,0.000220,0.000226
Train Uncertainty H2,0.000265,0.000007,0.000257,0.000274
Train Uncertainty H3,0.000310,0.000016,0.000287,0.000322
Train Uncertainty H4,0.000340,0.000005,0.000332,0.000344
Train Uncertainty H5,0.000367,0.000010,0.000359,0.000381
Train Uncertainty H6,0.000402,0.000023,0.000372,0.000429
Train SNR H1,5981.419922,74.071571,5906.146484,6082.146484
Train SNR H2,5052.294922,135.738571,4875.307129,5205.162109
Train SNR H3,4327.340332,235.778824,4145.649902,4660.319336
Train SNR H4,3933.336914,62.715717,3885.211182,4021.919678
Train SNR H5,3643.051514,94.642220,3510.330811,3724.401367
Train SNR H6,3340.719971,197.156830,3118.164551,3597.455811
Validation MAE H1,0.000072,0.000007,0.000063,0.000080
Validation MAE H2,0.000083,0.000010,0.000069,0.000094
Validation MAE H3,0.000094,0.000022,0.000074,0.000124
Validation MAE H4,0.000076,0.000000,0.000075,0.000076
Validation MAE H5,0.000114,0.000020,0.000089,0.000137
Validation MAE H6,0.000122,0.000009,0.000109,0.000131
Validation R2 H1,0.999999,0.000000,0.999998,0.999999
Validation R2 H2,0.999998,0.000000,0.999998,0.999999
Validation R2 H3,0.999997,0.000001,0.999996,0.999998
Validation R2 H4,0.999998,0.000000,0.999998,0.999999
Validation R2 H5,0.999996,0.000001,0.999995,0.999998
Validation R2 H6,0.999996,0.000001,0.999996,0.999997
Validation Uncertainty H1,0.000155,0.000006,0.000148,0.000163
Validation Uncertainty H2,0.000177,0.000008,0.000170,0.000187
Validation Uncertainty H3,0.000217,0.000016,0.000201,0.000239
Validation Uncertainty H4,0.000240,0.000011,0.000225,0.000252
Validation Uncertainty H5,0.000252,0.000007,0.000245,0.000261
Validation Uncertainty H6,0.000283,0.000005,0.000278,0.000289
Validation SNR H1,8222.084961,333.366425,7775.328125,8575.870117
Validation SNR H2,7186.136719,298.239471,6780.617188,7489.323730
Validation SNR H3,5897.033691,427.400909,5307.681152,6307.921387
Validation SNR H4,5301.073730,255.107101,5045.789062,5649.491211
Validation SNR H5,5036.653809,130.825485,4869.549805,5188.981934
Validation SNR H6,4488.724609,74.128067,4388.943848,4566.459473
Test MAE H1,0.000084,0.000009,0.000076,0.000097
Test MAE H2,0.000118,0.000039,0.000064,0.000155
Test MAE H3,0.000167,0.000083,0.000089,0.000282
Test MAE H4,0.000103,0.000019,0.000087,0.000129
Test MAE H5,0.000182,0.000054,0.000122,0.000252
Test MAE H6,0.000144,0.000053,0.000092,0.000217
Test R2 H1,0.999994,0.000002,0.999991,0.999995
Test R2 H2,0.999990,0.000004,0.999987,0.999996
Test R2 H3,0.999979,0.000016,0.999957,0.999993
Test R2 H4,0.999991,0.000003,0.999987,0.999994
Test R2 H5,0.999975,0.000012,0.999959,0.999988
Test R2 H6,0.999981,0.000011,0.999966,0.999993
Test Uncertainty H1,0.000145,0.000003,0.000142,0.000149
Test Uncertainty H2,0.000164,0.000004,0.000159,0.000169
Test Uncertainty H3,0.000201,0.000017,0.000182,0.000224
Test Uncertainty H4,0.000218,0.000011,0.000204,0.000231
Test Uncertainty H5,0.000234,0.000002,0.000230,0.000236
Test Uncertainty H6,0.000261,0.000003,0.000257,0.000264
Test SNR H1,8062.646973,149.446259,7862.059570,8220.601562
Test SNR H2,7140.545410,183.120865,6923.550781,7371.455566
Test SNR H3,5855.550781,495.549774,5218.665039,6427.246094
Test SNR H4,5371.383301,271.915680,5070.364746,5729.131836
Test SNR H5,5004.957520,49.826088,4965.700684,5075.262695
Test SNR H6,4482.222656,53.259148,4425.099121,4553.298828
